review_id,comment,score,reference_label,title,department,class_name
3489,"I love the idea of this coat and foolishly purchased other items in happy anticipation of its arrival.

the description does not say ""lined,"" and i hoped for soft wool that i recently got on the ""yellow with white piping"" sweater coat. this is hard, coarse, itchy wool - impossible for me to wear an unlined garment. i am consistently puzzled by the high prices for garments that are unlined when they really need to be. it went back, and i cannot really recommend this as i know i am not the only",3,neutral,Itchy!,Tops,Sweaters
6833,"I originally bought this in medium, my normal size. when it arrived, it was absolutely huge, like wearing teepee. i took it back to the store, and re ordered a small, in the black, and now it fits great. this is a great shirt, but giving four stars due to the inconvenience.",4,positive,Blousy top,Tops,Knits
1778,"This skirt is everything i love about retailer. the fit, style and quality are amazing. i feel like a am wearing a piece of art. it is so unique and fits perfectly. way to go retailer!!",5,positive,Love this skirt!!!,Bottoms,Skirts
11413,I love this dress. it is so comfortable and easy to wear. i was able to wear it to work and look nice but stylish. it was nice that it isn't too heavy but the turtleneck kept me warm enough.,5,positive,Great dress,Dresses,Dresses
18366,"Loved the dress. loved the pattern and the cut. unfortunately it did not work for me. it is cut too low under the arm pits and therefore, showed too much breast. it is not made to wear a bra with either so that is not a solution. sticky boobs will not work either because it is the ""side breast"" that shows. i hated to have to send back but.....still looking for something similar and great!",4,positive,"Great, but...",Dresses,Dresses
7091,"There is a reason everyone is giving this dress 5 stars. it is stunning, flattering, versatile and comfortable. i'm a slim, athletic size 4-6. my store only had one of these and it was a medium. i'm generally a small but on the hanger it looks like a slim tube so i thought i'd try it. fits fabulous. due to the stretch and shape of the dress i'd say a size medium could fit a 4-10. so, don't worry about sizing up or down one in this dress. suuuuuper stretchy so even though it fits close down throu",5,positive,The dress you need,Dresses,Dresses
18771,"I tried on the red xs in the store and the v-neck was way too low. showed at least an inch of my bra strap in the back, which was unfortunate because i really loved the dress otherwise. i decided to purchase the xxs online hoping the v would not be so deep and would cover my bra. it did, but the xxs was significantly smaller! it still fit, but took this from an elegantly flowy and loose dress to one that looked more empire cut and tight in the chest. maybe the xs i tried in the store was just st",4,positive,"Beautiful, but runs small in the chest, i guess?",Dresses,Dresses
3822,The material is soft. it looks perfect with ankle jeans or flare jeans.,4,positive,Chic top,Tops,Blouses
22918,"Slouchy, longer in the sleeves, a little cropped, great neckline, stylish.....these are just some of the reasons i absolutely love this sweater! i've been looking for a style like this for a long time. i went down a size because of the wide neckline and the fact that it is a bit oversized. i'm petite, 119 lbs., with a 32f bust size. i went with the grey, but i'm loving it so much i might pick one up in the pink. so comfy and cozy and chic!!",5,positive,So cute and comfy!!,Tops,Sweaters
6998,"This is a beautiful dress. it's a great weight, unique pattern, and has gorgeous colors. it's fairly forgiving because of the heavy fabric but may run small on bottom. i am a 10 or 12 in pants, 10 dress right now and i bought the 12. i am 5'8"" and 175 lbs, and 36c - also in the last stretch of a weight loss journey so if that helps anyone choose sizing... also i have to buy long or tall pants and this dress was not too short and did not show my smooth wear underneath. i love it and bought it at",5,positive,Gorgeous dress,Dresses,Dresses
21575,This dress attracted my attention with its victorian inspired print. the details are to die for. the blue is not the same as the picture. slightly darker and more muted.,5,positive,Royal albert style,Trend,Trend
575,"I'm surprised i'm the first to review this dress! it is a must for the holidays and any special occasion! it is absolutely gorgeous! it is so feminine and seductive; it's one of those dresses that would be stunning on anyone! it is a quality dress, beautifully made, looks just like the photo. i'm 5'9"" & the hemline falls at the top of my knees. the neckline is exquisite & really ""makes"" the dress. i purchased the black version but if i was younger i'd get it in red as it would garner quite a bit",5,positive,Stunning special occasion dress,Dresses,Dresses
867,"This is a pretty sweater. i ordered the red and it is a plum color, not close to red, but it will work well with black, gray and denim. i found the sweater looks boxy from the front but the back is spectacular. it is very well made. no raw edges or seams that are threatening to unravel. this will be nice for casual holiday dressing. i found a longer tank in white works well under this.",5,positive,Pretty,Tops,Fine gauge
303,"I wore this dress for the first time yesterday... i have never received so many compliments on a dress before! several people even stopped me in the streets of nyc to tell me how beautiful this dress was!
it is an absolute must-have!",5,positive,Best dress ever!,Dresses,Dresses
2598,"This is a stunning blouse! you can't tell from the photo, but it looks very 1930-1940's. i am so happy with this blouse, it is gorgeous. i'm an xl, and purchased this blouse in xl and it fits wonderfully. it fits nice and flowy and i feel i don't need a cam underneath. i highly recommend it!",5,positive,Gorgeous blouse,Tops,Blouses
8654,This dress is sweatshirt material and a lovely soft grey aqua color. i purchased a medium and it is an inch above my knee...ii am so tired of seeing woman my age and much younger in jeans...i am wearing this to a cooking class and it is perfect because it is so comfortable.....it is a great replacement for jeans!!!!!!!,4,positive,"Casual,, chic and comfortable",Intimate,Lounge
18094,The design of these is adorable with the lace up ties however they are a dingy looking off white color. they are also pretty see through. returned.,3,neutral,Not white...,Bottoms,Jeans
9387,"I buy almost ever top tiny puts out and so i grabbed this one in the last tops sale since i'm a sucker for embroidered flowers. everything about it is gorgeous except it is so flimsy i can't even believe it. like when i held it up in the dressing room, i could see through the entire shirt, front to back, before even putting it on. once on, i could see everything through it. i actually thought i was going to tear the thing to pieces trying it on, it's so frail. i own so many tiny shirts and while",2,negative,So flimsy,Tops,Knits
7068,"This dress is everything everyone said it was in the reviews. so cute and beautifully made. fully lined.
i felt it ran a bit small as i had to return it for the next size up, more so in the bust area. but the fit and length was perfect in the size 6. 5""10, 125lbs. i will say that all the raving reviews made me purchase
the dress without hesitation and i'm sure glad i did!",5,positive,Love it!,Dresses,Dresses
492,"I really wanted to love this dress, but it was so short! i'm only 5'6"" so i don't consider myself really tall, but the dress only came a couple of inches lower than my butt! way too short for me. my husband asked if it was a shirt or dress haha. but i think this would look adorable on someone a few inches shorter. or someone younger who can pull of a short shirt :)",4,positive,For the shorter girls,Dresses,Dresses
16804,I'm usually a small but the skirt of the dress was a bit loose and added love handles to my figure when i wear it. a smaller size would work better. it's cute and i love it but the material is form fitting and do a larger size isn't flattering. an xsmall for me,3,neutral,Cute but can add love handles,Dresses,Dresses
19142,"The green is vibrant and beautiful, and the sweater is very soft.",5,positive,Just as expected.,Tops,Fine gauge
7192,What a great top!! unusual design,4,positive,,Tops,Blouses
22870,"I love the pattern, but the color was not great on my skin tone. i tried on the regular size and it wasn't great. teh cut could work, but overall, i didn't feel like it was enough for me to order the petite to see, and i sometimes do. in a tall darker toned person, this would be gorgeous. what i like the most is the color pattern in the print, and shimmer.",4,positive,Just ok for mw,Dresses,Dresses
5941,"I love the feel and drape of silk. this dress has lovely drape, and fantastic color. i think if paired with the right sweater and leggings, this will work well into the fall, and also transition into other seasons if you are savvy! the only awkward point about this dress is that you must wear a belt with it if you have an hourglass shape, otherwise it's a beautiful swing fit.",5,positive,Beautiful swing dress,Dresses,Dresses
9234,"This dress is beautiful! runs a little bit large. i usually wear a small or medium. i took the petite small in this dress. i am 5'3"" and ordered in petite sizing and i am so glad that i did. the only complaint that i have is that there is no liner and although the dress has some dark colors, it is very sheer, very see through.",4,positive,"Beautiful dress, but no liner",Dresses,Dresses
440,"I loved this dress as soon as i tried it on, but... it bunched up weird in the front around my hips. i ordered a second size 4, hoping that it would fit better. but same thing. if i tried to go to a size 6 it would be too big every where else. fyi - i'm 5'8"" 129lbs and i'm a runner. it's not like i have a huge backside or anything. my guess is sizing is off. i've tried another of his dresses and it fit perfectly.",4,positive,Bunches up weirdly in the front,Dresses,Dresses
22486,The jumpsuit is very pretty but it's definitely not meant for women who are on the curvier side or shorter. plus it sort of looks like pajamas on. i am 5'7 and i wanted to to look similar to the model in the picture but it comes down to my ankles so it would look best on taller/thin woman.,3,neutral,Pretty print,Bottoms,Pants
19029,"The navy blue lines on my dress on the very top of the interior layer can be seen through the upper layer at the very top and it looks cheap. for this price, i would expect more thoughtful patterning. the fit is amazing, so i am debating whether i should keep or return.",3,neutral,Poor patterning yet super fit,Dresses,Dresses
19361,I purchased this for my 20-something daughter. it is so complimentary and cute and stylish!,5,positive,Perfect!,Tops,Knits
15438,"I hoped to love this based on the prior review, but i didn't. it's a beautifully crafted top but the print didn't look good on me. and although i grabbed during the sale it's too expensive to keep when it's not perfect.",4,positive,A bit underwhelmed,Tops,Blouses
6739,"This dress is beautiful. swingy and fun, and the floral pattern is just stunning for fall and winter. i am planning on wearing it with black tights and ankle booties. could be dressed up or down- very versitle. fits my tall curvy frame perfectly. love.",5,positive,Paper crown does it again!,Dresses,Dresses
12184,"Great everyday dress. i bought a small (5'9, 135lbs) and it really fits nicely.",5,positive,,Dresses,Dresses
21318,This is so adorable and flattering. dress it up or down with a denim jacket weekday to weekend.w/flats or pumps. love this cute dress. not all wool so it's not itchy at all. the colors are vibrant and would compliment any complexion!,5,positive,Extremely flattering,Dresses,Dresses
4028,When i returned this the salesperson asked what was wrong w it bc it keeps being returned. i got the black w the white collar/cuffs. i thought it was terribly itchy material (which could be remedied w a shirt underneath) but the white collar part was such a dull ugly white-dirty color. maybe the other colors are better?,1,negative,Itchy and dull,Tops,Fine gauge
19977,"The skirt in person is not like the picture. baggy and runs large. i wear jean size 25 and the xs is two size too loose. there's no pocket which is surprising on a denim. the slit in front makes the skirt  look even loose , no shape near what's in the picture. and there's no petite sizes. i am going to return it.",3,neutral,Disappointing,Bottoms,Skirts
9815,"I saw this in the store and fell in love with it, i didn't buy it at first but i couldn't stop thinking about how comfortable it was so i went back and purchased it, its soft and very comfortable, im glad i went back for it.",5,positive,Comfortable,Tops,Sweaters
17394,"I ordered this shirt online without seeing it in person, and it is great! it is true to size (if not slightly loose fitting) and a thick cottony-material with a pretty design. could be nice for spring, summer, or even fall with a cardigan.",5,positive,Great casual pretty shirt!,Tops,Knits
20109,"I'm in love with these tanks. so in love that i bought four of them (black, grey, blue, and the black motif). they are so flattering on. i love the low scoop neck and the wide straps. the cut is interesting enough to wear the shirt on its own, but also perfect for under a cardigan. i purchased a nearly identical one from retailer (which was made by velvet) several months ago and it was much more pricey. these are a much more affordable option.",5,positive,Love!!,Intimate,Layering
20809,"I was nervous about this dress, as when i ordered it there were no reviews yet...and shortly after they, they started coming in and were only negative. yes it runs pretty big (i'm usually a large/12 but could tell from the model it would run big) but it's supposed to be loose. i wouldn't say it's the most flattering - but you can tell it's shapeless from the picture! it's a great casual dress, perfect for hot days when i don't want my clothing touching my skin.",5,positive,Super cute!!,Dresses,Dresses
3686,"Love this top. purchased in a size medium, my typical retailer size and is very comfortable and lovely. wearing it under the pink peplum cardigan it was shown together with as well as wear it with jeans and other pants. i wish it came in different colors and other images as this a very well made top. purchased during the after christmas tag sale and love it even more. will be great in spring and summer, cooler days in summer.",5,positive,Very impressed,Tops,Knits
13712,"This is the softest shirt, super comfy, very baggy but i'd say true to size for the style. it is a bit thin and i'm worried how it will hold up, or would have given the full 5 stars. i'm not a usual fan of the turtle neck but this is so soft, i love it!",4,positive,Soft and comfy,Tops,Knits
22869,"I ordered the red in xs petite, xxs and xxs petite (in case petite was too short). so far, the xs petite and xxs petite were shipped to me, however, thought the bag said petite, the actual dresses inside were regular sizes, and they were huge, even the xxs (i put it on on top of another knit dress and it was big0. so i reordered, this time only the xxs petite (though i am technically waiting for the xxs regular)... perhaps all the bags have been switched... we shall see, but perhaps this isn't t",4,positive,Runs very big,Dresses,Dresses
10796,"While the print is cute, the fit is a disaster if you are a c cup or fuller. the bottom band does not lay flat as pictured on the model (it rides up under your boobs) and the whole cup area tips forward - it's not really molded like a bra, more flat foam insert. immediately went back. hopefully, if retailer continues to do swimwear, they'll take a look at adjusting the designs to make sure they're also workable for fuller cup sizes (underwire please!)",1,negative,,Intimate,Swim
2444,"I ordered this dress, along with several others, for an upcoming wedding. this was my favorite of all of them as far as style; unfortunately it just didn't fit. i'm 5'2"" 116lbs and my regular size 2 was slightly too long, the waist a bit too low, the shoulders a tad too wide. as a result it hung on me like on a hanger. i guess i would need a petite but alas does not appear to come petite...",4,positive,"Gorgeous dress, runs large",Dresses,Dresses
17278,Very comfy and really nice fabric. can see myself wearing these a lot. i'm a size 12 and the fit was perfect.,5,positive,,Bottoms,Pants
5741,"I was looking forward to receiving this dress. i am tired of all of the swing dresses - most of which are not flattering on my petite frame. i am also uncomfortable with dresses that fall much above the knee as i am somewhat older. the colors and fabric of this dress are beautiful. vibrant, but not too bright. when i got it on i was thrilled with the fit - until i looked at the back. there are pleats at the waist in back and there is way too much fabric. it looked like i had a bustle under the d",3,neutral,Beautiful from the front. . . .,Dresses,Dresses
8432,Super cute dress for fall. detail is much more intricate than what you are able to see online. not too long and will look perfect with tights and boots.,4,positive,Fall staple,Dresses,Dresses
23425,A great long line bra! beautiful and well made however it's tough to get the fit perfectly right. i usually wear a 32 b or 34 a and am 115lbs. the small was the best fit as the 32 (xs) was a very small 32. i could almost say it more of a 30 if that's even a size. it also rubs my skin few places so definitely not meant to be worn for more than a few hours. otherwise i recommend it!,4,positive,,Intimate,Intimates
21758,"I was expecting to love this based on the reviews and my prior experience with this brand, but i'm a little unsure. the front part hangs a bit too low on my 5'4"" frame, yet i think a petite would have the slits too high on the sides. i'm just not sure it hangs right on me. it's fitted through the arms and shoulders nicely, and looks great with the front loosely tucked. just not what i was expecting.",4,positive,Not sure...,Tops,Knits
21452,"I don't know why i didn't pay much attention to this tee (the yellow), but i didn't. i saw it in the store, thought it was interesting and kept on going. then i really looked at it online and suddenly i had a bad case of the wants. so when i was in one of my local stores i asked about it, and no surprise, it was sold out. at the suggestion of my sales associate i tried on a solid one just for the size. although i'm small, i have several tla tees in medium, so i tried on a medium and a small. as",5,positive,Vintage beauty,Tops,Knits
18522,"I don't usually go for swing style dresses as i am petite, but this one was totally cute. i like the color a lot, wasn't sure it would work as i am rather pale, but it is nice. the xs p was returned at my store, why i tried it on... winner. 115 lbs, 26.5 in waist, 30dd chest. i can see myself wearing this in summer, spring or fall (with boots).",5,positive,Surprised,Dresses,Dresses
1080,This top is such a great investment piece. looks classy and is comfortable all at the same time. it is pricey but you will not regret buying this. goes great with light trouser denim or i have the green pilcro khakis. it will he something you will keep in your closet for a long time.,5,positive,Worth thr $$$,Tops,Blouses
7360,The embroidery on this dress is beautiful in person. perfect dress for fall.,5,positive,Great purchase!,Dresses,Dresses
21683,"This skirt is figure flattering and stylish, while still being work appropriate. i like the length as well.",4,positive,Figure flattering,Bottoms,Skirts
5082,"I ordered my typical 6 petite and found that the buttons were pulling at the bust ( i'm 34 b) and at the waist. i'm returning and ordering a size 8 petite because i'm a sucker for a shirtdress and a cute novelty print. the quality is nice and the length was perfect for my short 4""11 frame, now only to wait for it to be shipped! oh how i wish petites were available in my local store!",4,positive,Adorable but runs small in the bust :(,Dresses,Dresses
6561,"Cute shirt with a few nice details: embroidery and tasseled tie in back. a little pricey in my view for what you get. nice, loose cut. true to size. cotton is very sheer. i'm well-stocked on white see-through shirts that require a cami, looking for one that doesn't need layering- returned for this reason.",4,positive,Cute but thin material,Tops,Blouses
10362,Beautiful skirt but runs small. not for eveyone- this is for those with flat stomachs. i had to size up from a 6 to an 8 for my stomach to not stick out in this skirt and then it looked to wide on the bottom and lost the slick pencil look. if you are fit and firm this is a gorgeous skirt. it is lined and fabric somewhat heavy.,4,positive,,Bottoms,Skirts
20862,"This is instantly one of my favorite dresses but please note it runs large, size down! i am 5'10"" and regularly a size 8-10. i tried both of those sizes on in store and picked the 8. it was perfectly form fitted and the perfect length. when i got home i realized i had been reading the uk sizes on the tag and really bought a size 4. no idea how it fit me, i have never purchased a size 4 in my life! i am adding a photo so potential customers can see what it looks like on an average sized person :)",5,positive,Beautiful dress!,Dresses,Dresses
7040,"Love this dress! it is tighter in the chest area than maybe expected, but not unwearable, though i am smaller chested. it will be great for hot summer days as it has a light lining.",5,positive,Easy breezy,Dresses,Dresses
16874,"I typically wear either a 2 or 4 and had to size up with this coat. the 6 fit, but i decided to go with an 8 to ensure it'd fit with layers. the sleeves aren't lined, so it's a little itchy against bare arms. it's really flattering and i love the pattern!",4,positive,Runs small,Jackets,Outerwear
17991,"I recommen only becuase i like it on other people, but not on me. the pull on style didn't work, i need xs petite to fit lenght and waist, but the waist wasn't elastic enough to ""pull up"" (i have let's say a booty#. i kept hearing hte stiching give... it also looked a little too poooofffy on my frmae, i am 5'1.5"" and it stuck more out than on the model. nice idea, btu not for me. #i am 115 lbs#",3,neutral,Odd fit for me,Bottoms,Skirts
897,"I like the skirt. that said it is going to the tailor to have some of the fullness taken out. just a lot of material going on, and heavier than you might have imagined. i will wear it fall & winter with white & navy cardigans.",4,positive,Great for tall ladies,Bottoms,Skirts
4817,"Tiny collar and short bodice length. lovely fabric, soft and silky.",4,positive,Cute but short,Tops,Blouses
8013,I wanted this dress to work so badly but if you have any chest or any hips this won't work for you. i tried in petites and regular and it just didn't work at all,3,neutral,Very straight,Dresses,Dresses
18845,"Really gorgeous dress...great fabric/weight, great color & style. runs one size small. i ordered my regular 6 but had to return...hope the 8 works!!!",4,positive,,Dresses,Dresses
6071,"If you are looking for a nice vest, this vest is nice enough, comfortable, and soft. the cut is also flattering, but i just didn't think it was as special as i wanted. it looks like many other options out there, so i decided to pass.

xs fit me at 115 lbs.",4,positive,Like but not love,Jackets,Jackets
12622,"I picked this tunic up on sale; it works wonderfully with several of my cardigans and vests; just add skinny jeans or leggings and some boots for a fun, super comfortable look. the sleeves are oddly extra long, but not a deal breaker as rolling them up gives that unfinished cool look. i hate ironing, but i will iron this top as its so much fun to wear. the embroidered and beaded detail is quite nice.",4,positive,Mid winter addition,Tops,Blouses
22563,"I absolutely love the fit and look of these jeans. i am 5'4"" and they fit perfectly. but oh my....the smell! it's like burnt chemicals. i don't know if it's just this pair, or a problem with this dye in general. any one find any solution to this? doesnt seem to go away with washing. may have to return these jeans if i can't get rid of the smell. :(",4,positive,The smell!,Bottoms,Jeans
6030,This top is perfect for summer. it delivers style without the bulk. the peplum hit perfect for my 5'4 frame. unfortunately it was too low cut in the front. i had to return it.,4,positive,Lightweight,Tops,Knits
754,"I had tried this on in the beige & loved it but could not find it in my size so i got it in the pink.
did not look at good as the beige.",3,neutral,Perfer beige over pink,Dresses,Dresses
22802,The material is awesome and it's a super pretty dress it just didn't work on my body.,3,neutral,Nice but wrong fit,Dresses,Dresses
14551,"I get nervous shopping online, but this top fit perfectly - wasn't too long or too short. it has nice flow and dresses up or down depending on the look you're going for. i got the off-white with blue polka-dots and love it!",5,positive,Perfect fit and style for work or casual,Tops,Blouses
19692,"I ordered this sweater in a medium with high hopes. i'm 5'8"" and slender, but with a 36' bust, and the medium was too loose and long (sleeves fell past my wrists). i would exchange this for a small for a better fit, but the color is not the white or cream color i was expecting. the color of this sweat is more of an oatmeal - not flattering on a far-skinned blonde. i think the color would look fantastic on someone with dark hair (as it does on the girl in the photo). the texture is great and i re",3,neutral,"Runs large, pic doesn't accurately reflect color",Tops,Sweaters
16782,"I really wanted this top to work but i felt that it was big and boxy. it's shorter in the front and longer in the back. the seam and peplum hit at a strange place and made me look disheveled. it's definitely worth trying on, but didn't fit me.",3,neutral,Belia peplum top,Tops,Blouses
1930,"It's pretty, floaty, feminine; the photos don't do justice to the prettiness. but the photos also don't show an asymmetrical hem. i understood it runs small so i got two sizes, to be safe, and even my larger size was strangely short-waisted, and i'm short-waisted to start with. maybe i could've lived with that, but both the dresses i received have an uneven hem unlike any i've ever worn or seen before. it's not longer on just the sides; the hem is longer in one spot on the front, and one in the",2,negative,Almost.,Dresses,Dresses
20543,This body suit is super flattering and super comfortable. i'll probably order it in the other color.,5,positive,Love it,Intimate,Layering
11063,"I love wearing my boatneck pullover. the unique part of this item is the back with buttons. the shirts appears to be inside out, however, its not. its soft, comfortable, stylish and warm. i really like how it's longer in the back.",5,positive,Warm and comfortable,Tops,Knits
4802,"Gorgeous, but so big. i got eh pxs and it's like a mumu. i wiill return",2,negative,,Dresses,Dresses
18766,"I purchased this dress in the green, and while the print and material were lovely, the extra folds in the neckline made the dress look frumpy up top. the billowly bottom made it look like a bag. i am 5ft, 36d and 29"" waist and the size 2 fit, which makes me think this runs large! i'll be returning this dress.",2,negative,Going back...,Dresses,Dresses
5391,Love this shirt. great shape and lightweight material for hot houston weather. washes up nice but does need some ironing.,5,positive,Great shirt,Tops,Blouses
11057,"This is a great pullover. very cute for lounging at home or running errands. it does run large, i ordered an xs & it's pretty big. for reference, i'm 5'7'', 125 lbs & 34 b. it is also a little pricey for lounge wear but i am keeping it because it is so cute.",4,positive,Very cute & comfy!,Intimate,Sleep
15316,"I love this dress! i spotted it in the store yesterday right before walking out. i almost missed it! i'm so glad that i didn't because this dress is super cute. the fit is nice too. not too short. the fringe detailing is very cool. i cannot wait to wear this dress this spring/summer. casual enough for flip flops, but could also be dressed up with some cute wedge sandals.",5,positive,,Dresses,Dresses
20870,"It's lightweight, soft, & slinky, unike the average t-shirt. the slinkiness makes it skim the body nicely.",5,positive,Soft & slinky,Intimate,Layering
16092,"Love this zip cardigan with removable faux fur. it did not look like much on the hanger but once on it is soft , rich and just adorable, it can be dressed up or down, perfect for a finishing piece over a dress to wearing with jeans and skirts. the fabric is soft but substantial . the only negative for me is the zipper sticks a little. a plus it is a ivory shade and is a good basic. i chose my typical medium and fits perfect . 34 dd chest for reference. sale price plus promo made this a winner. i",5,positive,Adorable !,Tops,Sweaters
5188,"This is a great cardigan to wear buttoned or open. the fit is perfect; it is fitted and looks great with jeans, skirts or over a sleeveless dress. love the little detail of lace to show skin. fabric has lycra so it hugs your bodice just enough!! love it.",5,positive,Great fit and style,Tops,Fine gauge
3844,"Saw this online and went in to try on. fit great and is true to size, but i should have known there would be issues as three out of six on the rack had the sewn in tags were all but hanging by a thread. i bought this for my bachelorette weekend in napa and when i put this on i noticed the straps had a few threads coming out and i thought, better get this to the seamstress as soon as i get home to secure the straps. well, literally five minutes into the car ride to the wineries i noticed the seam",2,negative,Very cute but cheaply made,Bottoms,Pants
3326,"Absolutely love this jacket.initially wanted to buy the melita draped jacket, which looks similar to this one, and tried them both on in store. the latter just didn't drape properly and looked more like a bathrobe on me, but this piece is amazing! it falls nicely and the pockets jut out a bit giving it a unique look. the fabric is fluid and soft and it has a tie waist with another tie in the back of the jacket,middle bottom, which is a bit of an added but subtle flair, the color is a bit more 't",5,positive,Drapes beautifully!,Jackets,Jackets
18844,"The bra is comfortable and the design is good. however, the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(",2,negative,Sizing is off,Intimate,Intimates
19015,"This dress is perfect for my florida lifestyle because of the fabric and the design. it is not the color pictured on the web page which was a disappointment. the color is a lot duller. i tried it on in the store and found it to be tight across the chest, another lady who also tried it had the same problem. i went home and ordered a larger size. that dress was baggy and not as cute in the back. i realized because of the under slip it could be left open to the waist and work just fine. i ended up",4,positive,,Dresses,Dresses
20102,"I love this top!!! i usually wear a medium but all that was left were larges, so i figured i'd take a chance. it is gorgeous, and not too big! the quality is fabulous, and the color is very soft and complimentary. i am so glad i ordered this. can't wait to wear it!!!",5,positive,Favorite new top,Tops,Knits
13793,Very cute top and so comfortable! it runs big i'm between a medium and large. i ordered the large and it's definitely a little big but wearable. i probably should've swapped it for a medium but it's still really cute!,4,positive,Cute top,Tops,Knits
16032,"I own quite a few deletta tops, and this one nails it. a great staple in a pretty color (i purchased the green). peplum tops can be hit or miss for me and often come up short or balloon out too much. this one is so flattering. i initially ordered a medium (5'8"", 145) but exchanged for a small when i found the medium to be a little roomy on me. the small is perfect. the top is made of a medium weight material and is slightly fitted, nipping in at the waist. the ""skirt"" piece falls nicely and is l",5,positive,,Tops,Knits
20673,"I was so excited when i ordered this, i love comfy clothing this looked perfect! when i received it, there was a weird smell with the top. convinced that this could be from storage or something, i washed it. the smell did not go away. i have washed it 3 times now and the smell will not disappear! i have not yet worn but as i have washed it, not able to return it. the top looks and feels great - just the weird smell. now i am 'stuck'!!",1,negative,Stuck!,Tops,Knits
5074,"As others mentioned, the arm holes are a bit large- but i didn't find this too much of a problem. possibly that's because as a smaller chested woman i run into that issue regularly. i'm 5' 4"" 130 and the size 8 fit perfectly. the length is at the top of knee.",5,positive,Cute dress for everyday,Dresses,Dresses
14770,I've been wearing this very comfortable and cute coat for 2 weeks. it is already tearing at the seams somehow. the quality of this is very poor.,2,negative,,Intimate,Lounge
1072,Beautiful dress but have to return. way too big & long for me. medium is the size i wear but i think i would need an extra small.,2,negative,Paisley silk maxi dress,Dresses,Dresses
5095,"It's too hot here in ca to wear this yet but i can't wait for cooler weather. i tried it on with skinny jeans and it's darling. love how it's much shorter in front with the side splits and long back to cover the bum. perfect for leggings. nice slim, but not tight fit.",5,positive,Super cute fall top with skinny jeans,Tops,Knits
7130,"I'm 5'0 and 114 pounds and got the small petite. i have broad shoulders and am slim hipped. i no longer have a waistline, thanks to having given birth, but this dress really hid that. it gave me a figure! the ruching is super flattering and the material has enough support (with stretch!) to hide any unsightly rolls.

so why did i return it? i did, after all, get many compliments from females while trying it on. they loved the color on my pale olive complexion (i'm filipino with -ahem- blond hair",4,positive,"Super classy, with an almost perfect fit",Dresses,Dresses
21988,"Very old color and item. a little full, but comfortable.",5,positive,Nice!,Tops,Blouses
8247,"Very cozy lounge tee, but runs large. i ordered a small rather than my usual medium and could of probably went down two sizes.",4,positive,Definitely size down,Intimate,Lounge
16414,"I adore this dress. i bought a little over a month ago and have already worn it many times- rare for me. it is so easy to throw on and yet it's stylish and flattering- i don't have the time or energy i used to get dressed up so i love this. when i bought it, it was knotted on one side in the front. that's the only way i wear it now. it just adds something to it and gives it more shape. i've washed it several times (laid flat to dry) and it has held up well. i'm definitely bookmarking this to buy",5,positive,"Great, easy dress",Dresses,Dresses
2247,"I definitely would recommend this top. when i put it on i felt it was true to size, and fit me very well. sometimes my retailer tops tend to be a little roomy, but not in this case. the fit was very nice and its embroidery details make it a special look that i can throw on with my jeans and still look put together. i know this will be a top i wear often.",5,positive,,Tops,Knits
8400,"This dress is amazing beautiful and perfect for fall. the colors and beading are so much better in person. the pockets are an added bonus! i'm typically a xs but sized up to a s only because i felt the sleeves were tight and across the bust was tighter than i'd like when moving my arms. the xs would have worked but the s is perfect comfort. i highly recommend this beauty. for reference, i'm 5'2, 120 lbs.",5,positive,Perfect fall number,Dresses,Dresses
1292,"Cute white t-shirt different style but didn't work on my body type so i returned it 
 good price point 
 basic fabric",4,positive,Cute white tee,Tops,Knits
22917,"I felt a review would be helpful for anyone between sizes. i am long, lean, and broad shouldered. i normally wear a m, but ordered a l. it still fits snug, so i've exchanged for an xl in order to get the drape, as pictured on the model. material and color of the red motif is darling; light as a feather & will take me spring through summer.",5,positive,Darling; runs small,Dresses,Dresses
13540,"I love this romper. it's really flattering and well made. at most stores, i wear a medium but normally at retailer i wear a small. i had to exchange the small for a medium, but other than i really loved it!",5,positive,Really nice piece of work!,Bottoms,Pants
10442,"I ordered this coat as it was on sale but it was so nice it would have been worth full price. i am 5 feet 1"" and 110 pounds - i ordered a 4 petite as i like jackets a little larger for a sweater underneath but i could have used the 2 petite as well. this coat is heavy - so also very warm. it is a little shorter than on the model. the colors are more vivid the blue is a denim wash blue not navy blue - it fits fabulously and the quality is great. i wore it to dinner with a navy turtleneck and must",5,positive,Run and buy this coat today!,Jackets,Outerwear
18375,It seems this coat could have been manufactured under a smaller spec size because the size large looses shape and where it hits on the waistline is unflattering. quality is high however,3,neutral,Cut is off,Jackets,Outerwear
20821,"This dress pattern and material are great - it's just way too big. i even tried an xs and it looked like a huge sack on me. too bad, it had some real potential.",3,neutral,Too much material,Dresses,Dresses
2885,"This shirt is awesome. i absolutely love the style of this shirt! it's super flowy, and is a really breathable fabric. i've been wearing this shirt a lot lately with printed pants. the only downside is the quality of material. it kind of feels like this shirt could have been made myself with a plain t shirt and some basic sewing skills. it also feels like it's going to start falling apart at the arm seams. nonetheless, i adore the shirt, and will be getting a lot of use out of it this season! no",5,positive,Flowy and casual,Tops,Knits
