review_id,comment,score,reference_label
gp:AOqpTOErEzomNY2G2lwIs9uhkhxaXbxiP_O8-XHX1gKn5G8HgDBmxrkbmYN4YYIBAmDOEgeobcA8oi4orqEY6g,"Stephen, I've got to remove a star. I've been hoping you will address the issue that recurring tasks, once marked completed, don't go onto the next iteration- instead, they stay marked as completed and don't repeat as needed. I'm missing out on reminders for my daughter's medication if I don't remember to go uncheck the box after marking as complete. I know you are working hard & I want to support you, but I may have to go back to using Samsung reminders (ugh) since they don't have this issue.",4,positive
gp:AOqpTOGXHoFZowfQFmMa_0ebmTxhjYJp_oCquep7wCDXuqLaEuVGmstAi3Tk5GCoAj3jDblMEOU85DqSiZ7WGjE,"Enjoying this app in general, but notifications don't appear at the set time, and right now it just keeps popping up without prompting. But otherwise it's very good.",4,positive
gp:AOqpTOGJ_Z7BAi__bjD6gOz6J20rXbQS3wCdzbhKZLBPNZFpoXz6n3tc059G7oNJzcdmIrw3s8OrnKNyGCYe2Q,Fun and simple to use,4,positive
gp:AOqpTOGSbxGiRXFh8XHlueSc_cA5wRtDDCMCDCDoj3NtUxtIqWB9HgM981z6-1wTUcOSBRQFtjC5xQNLZzFL_94,"This is based on Wunderlist, which Microsoft bought a few years ago. They added some nice touches and ate listening to users' suggestions, but it is still a work in progress. They removed too much of what made Wunderlist good. It integrates well with Outlook, though. For now, it's useless for anything but the simplest task management.",2,negative
gp:AOqpTOEjAL1HsPPIeQBw4A1hYPfVazmVmX8rzm-7x4bSQK6t32LlO0cwmOjNp5EWJQfoq3rzsjIpLHYneydXCQ,I wish I could create notes without having to select a date. Otherwise so far so nice 🤓,4,positive
gp:AOqpTOGiiSrcHlYExRECsGlVhMf-PI1SzftUa5jwzGdF2JewEc-Iq9DDelWnRAA7BEzfE-ainm2m_4UhdLR4hQ,"Am excellent replacement for Toodledo. Still a little rough around the edges, but being actively improved.",4,positive
gp:AOqpTOE8lYDyqAQeMiwIsn3RYx8wxnXl9pWYd9-VXpjwV1DsAa1GWBkifEQD1oebX34pvadOojvbc40l-sN0Ww,I love how it integrated into my calendar and all the different features it offers while having a clean UI. Thanks Any.do Team!!,5,positive
gp:AOqpTOGICfA3x55SU9q63QySoa1j7gpnpMxK4poSc8yq_dblRJBDSFLHSrCSQAp8WfzH9emJt_ILYTb4HJwT2gU,🖤IT,5,positive
gp:AOqpTOGli6J7MiT-lNuSHnHcm6yiVHWPCuJPjXXio3U8SOcobJ3i-RiQhDjIuLJtRU7JQBe-rQK6zzDYlqSEAPY,"So far so good. For premium I would like more aesthetics like color backgrounds and icons, stickers, etc. But the functionality is pleasing so far. I'm a habitual shopper for the perfect organizer app. Can't say I won't keep looking for a prettier one",5,positive
gp:AOqpTOFH0AIXFkR14bTZhpELzaZM8OlR_ADSn-G_V8Xe_Y3tSq9OTBOMtMSkLVgUwrCcfGpm3v1PGY4mPfFBXKU,"Love this app, but it & my exchange outlook calendar stop syncing, even manually, every few days (not email, just calendar). Any ideas why?",3,neutral
gp:AOqpTOH69xAkmA7Ya0IItOE60-IKGbwkLfTgsLx1FJ8_XEzpfwdPt1G6n6baTtAdqefQxk6Yg3nfgtYNXpHGoQ,Unable to share to do list with another account,1,negative
gp:AOqpTOHBoeT2XTMcbzl0aLS9TrC9K68YICP23hyGI1L4lEI8wOqctwMyeXwdg2bZRL2xh3Ef5lk5r2Pm_vqPMDc,"I really loved Wunderlist, from the UI, to the functionality, all of it. Moving to To-Do has mostly been a disappointment and a minor frustration. I've encountered numerous bugs with the widget (which itself is very picky about where you aught to be tapping in a way I've found unintuitive) and the core menus feel clunky compared to Wunderlist. Since this is (supposedly) the same development team, I can only assume this will improve over time. It's not terrible, but it's not Wunderlist.",3,neutral
gp:AOqpTOGk1Vuu1J_Gw6T8IgV_CIUgnuHnMZyY1wGxiX0RbynsPkQO1Qqqti_EdNAyXVIzgrGR6uIKflfyyDLQ0Q,"This app is ok. The thing that makes it stand out for me is that I've been able to set it up to work with Google Home as my grocery and to do list. However, since the update I now can't click into the full app from the widget, which is necessary as I'm unable to rearrange my tasks from the widget and I can't seem to find a way so that the app automatically sorts my tasks by 'priority'. I can only see how to do it afterwards.",3,neutral
gp:AOqpTOErTsjm9g9OGmegBOUS2rszsL7apTs069jOTGgZJ5f6111ZOVQPZ8_FLJUZR2G4xBzuPV-XlkaZJC1yKw,"I wanted the ability to create project, and categorized to-do lists, and this app works perfectly. I really like the home screen widget, and when I've had questions about how to use certain features (i.e. setting a recurring task) a quick Google turns up helpful results.",5,positive
gp:AOqpTOGCIiFR_YIhi6v2V9Arhb7hdVSn8thwIV4H39b52qsesYKtio5RywGAUvLOnsw0XJ36ujsjsTpbx-G9eQ,Doesn't sync to calendar,1,negative
gp:AOqpTOHKWX1EyNiqc-AaFJ6cQB-MK6hWsRr6MhU7fhNYD20pYUOMPO2C8WFkJ7gQEUfJQUdW5xu6X537FhPgxA,"todoist is the best I've found for allowing me to create to do lists and then assign tasks dates and times later, while syncing with Google calendar. Unfortunately, it has a bad habit of deleting past calandar entries, especially those that repeat -don't ever modify one instance of a recurring event!",3,neutral
gp:AOqpTOH4jZmKQPuiK8ACjYLrUptcsZDgTKzDQ846tJPcfj-LZ1STtHZwMnLuNTqHXA4CwvTRBiYyUX77VsPwGQ,"İ am a business owner in Azerbaijan, so my employees are not used to using alot of technology yet. I tried using other apps but they were to complicated for my team. But Any.do is really easy to use and less complicated. We use it as personal organiser but also as a company coworking platform. Really great app that i can recommend to small and medium size businesses, but u can also use it as a personal organiser. Also it is great that this app has many different language portals",5,positive
gp:AOqpTOGFO_N8ZIpKQbmibLX22PLWjxqGwFc8bl_nvToeCK6gwz_kCozIPQXiMd0PaNnz4SGAuUbfvFKak3YcEQ,Nice,4,positive
gp:AOqpTOH9qbENJSxGzEZLlJ3bJ_F6zSZGwdKErWi1mBM6HxURBHCEA5aTRl56v2DHt9KkeZXJpC4r7zAExqbCwEE,"Fun cover, stickers and layouts.",5,positive
gp:AOqpTOFjHlsL5E7unruJeTWtdzYz_lA5DcdO-UAgbAwGvT5ocXqrFOADWxgpbmVhq4zItyXHYPHKKWLjLAMqeQ,Awful the concept is great but it is not user friendly and super annoying I deleted it as soon as I downloaded it,1,negative
gp:AOqpTOEluFf6TA79XvGMtcUqsaIjZ3hAI5sAPYqvT4iSe_qS_Wz-bn3w0-zWMTJ9Fkqkwp1i6dEyxvfwr_2UwA,The Concept is quite elligant yet also hard and confusing to understand. It would be eaier if there was a calendar setting and/or addition to help the user plan along with a timeline.,3,neutral
gp:AOqpTOGJiP8HYqBqimNlpX9aU_lilCbQGzgOKBghcZ4_Nmbp2ijPuOV_Hk8KTKlv1DwSHIHoVdOFNnVtPH0tgg,cant use if i dont allow permission for contacts? dumb,1,negative
gp:AOqpTOFQ85TS44oaEvs7IY3zj2k0iQSCRUWDBSb3_OtfJYpy19qXocDEQZcDtzb3ahBCSmYMX2yuqm9OGB10NqM,"Pretty good app, matches description.",4,positive
gp:AOqpTOF2WaFiuPJQMsQyTHkj69PZycnkTFToEDmTsUOngqul9Ab9o6ph9YxFupfqJOzEPCJKoJK3n40nTfCbXg,Don't have a monthly plan,2,negative
gp:AOqpTOEUWcRxRmbJ1e7nykULB2Tqy2xL549QakyEWl6Q7kXvPhwlktX_ZMbuuwqwZLz0KzsC9niHnoXAj9bcFA,Not felt user friendly,1,negative
gp:AOqpTOEyDBhKuI9mC-5qiyGF-g5W8WuQsun68k0s01ODxh4wALpmDp2x0NiN2xDsXvOe21xIBJSOiTIDwAiLnQ,Loved for a while. One fine day my subtasks got deleted. It was in a task for which i didn't set any due date. Bad experience.,1,negative
gp:AOqpTOHXgLY_c8ZNV4TZOQRD0DlOK2RvIW5k94JO6XQVfMz1x5YCDlTXkiVVKwuYN3GC27Um3IACKHxcN5y3rg8,To do,3,neutral
gp:AOqpTOFM1MrQme6j3Hz3Co8akosEhGNl0ffGHRg4N-ZLwLkLY2CTkcI9ZzooIL2ugb9tRv0BSKz6GacZxTiS,"A intenção é boa, mas a interface é bastante confusa. || The intention is good, but the interface is too confusing",3,neutral
gp:AOqpTOHHrw73GwKkvDETZCaZDk-_hAdwyVs9nP0CBB6OXpOIqzSSP-WKMCrJ66VmaHaMvPzClWkvbEcE93DDJw,After the recent update displays alarms an hour earlier than they actually are. Been using the app for more than a year now and love it.,3,neutral
gp:AOqpTOH11VqZan84b50swZx5pF56mTGwJ4ygMLhs0sbBxYNU9arZGyepdxukSQObKPDB3bzBALLZs_TMo4rA,Rs1050 have been deducted from my account twice for yearly subscription but in the app its showing that i have not purchased any subscription yet,1,negative
gp:AOqpTOGbx_YJc2EXxOggzHBDB5k-FimjURg8A3_KVhoOjwkAoEY1wZf1ZMkRc3u7ToItvpJUWtGjGML1nWHi0N0,"Below Expectation... I purchased this app based on glowing user reviews, created an account in order to sync across my devices, however I find that if I create a habit on one device it doesn't show up on my other device. This needs to be addressed immediately.",1,negative
gp:AOqpTOGotI0XZB0ake9jBz36adY5Jdk1-okcKJbwdAxn_TSzeh3dWke_-Ct5RmtrMqOkRNLmhrUDlkuBt933jP8,"I really like this app. Still having problems, trying to figure out how can it work best for me.",3,neutral
gp:AOqpTOF3r9epoBvHAZPGXWBssDJj6ZzR338RBSu_GAIKXC90BWIQfhOV6e-YaakDiwsumb6qPaRkPb_p5r7z,"Regarding the last review, I noticed that multiple widgets of different lists lead to the ""emptied list"" glitch happening more often. Unrelated, but I really love the idea of the new batch action feature. Just wondering why I can't use it to batch fail or batch perform more than one task? I expected that to be the point, but only batch delete and batch skip are available. Batch fail would help with one of the biggest issues to making the app fast to use, which is that failing takes like 3+ taps",4,positive
gp:AOqpTOGuJt-NBhjc8De57uQm6zESizpxip_A831CRDufRib4GL4opolvJHga4GyK5m9fiXmFchl1Yd_0anqbcw,"This app was very helpful up until the last update where they inexplicably took away the ""Lock Forest to Stay in Foreground"" feature. As of right now it's basically useless, but the support staff is great and said they were hoping to bring back the feature! So other than that it would be 5-stars. Don't change the feature that keeps people off their phones",3,neutral
gp:AOqpTOEEx8VUrJ3XOk_gwP1M5N8Q-Rsvos-MQirlzQTab5B5kdL0FUfj5rBmCGg3ivKTU3fDCTAo9hEFKlZdmoQ,"Really Good App for tracking! Easy to set, access and monitor. User friendly. With this app I can control my habits. THANK YOU VERY MUCH.",5,positive
gp:AOqpTOHRHZrqWjShmEPBynWKPVgkJ0sqQ7-2hals3gFwsDY4F6E2P_CgRbOfC6Pyw-F-boW2MZhSf-BCOKozJLA,"OK, it's sending hundreds of notifications with no end after an update yesterday!",3,neutral
gp:AOqpTOFOYnGHhRzB1y6Zt2ohznHayHUTdkiRn0yzpQMUMZi0NbWt-6EccJynYIeGhnZ9oQiquQPKW2MX8BA_Ng,"ive downloaded all the calendar apps out there, and i like this one the most...HOWEVER, it needs to show the text on the widget not just a dot... such a bummer because i thought i found the one.. please fix this... youre so close to being the goto app for calenders for the switch off of the stock android calender... eagerly awaiting the update... 5 stars and a great review once you do it!",3,neutral
gp:AOqpTOGJKmMHVcjcsPtmDbCSN2XMT99MWsVkMi3RM6RPWS2Z6KuyyW4jE94tSpCXX_-vkArcSTkiyj9q7Ne77A,I don't understand why it's not letting me type in it. It gets hanged everytime. I meant that amake ora onek birokto kortese....sorry I speak only Bahamian,2,negative
gp:AOqpTOEpBkyZYXWnNg6QwRZxTqj0Gxa_dwFFLyu9m7m7BPET4_wI3X-pE29fYWNrOdg5XNv6QJFvsGy_rxrMKTo,Have to push too many buttons to approve my route. Not hands free friendly.,3,neutral
gp:AOqpTOGr-bVnG5NgbQgcDIy3EyAp4dN62Ip7WIEGqQE0iD_zL5JFPPrTXrOJnpsgeYpdHY9CwYGfMefl2Dfp,I like this app. I only used it for 5 mins and there are no adverts that ruin your experience. I hope that the developers will continue working on it so that the app will be improved. I would consider paying for the premium features too if the app is good enough.,4,positive
gp:AOqpTOFWu7O1demT562CwNoWaeUFrvXehcY4ET9_H1tCEcLAkVdnK7pWi5x0K-WlEiZEHp0Lo_m4JAfVgvKqBA,Superb,5,positive
gp:AOqpTOHEQeWIUnD1vXLhMYW-57_67rhYGC5QotWOfQvTipWmh0XMgLLP6tN0_D8fhTCkV8JEEyIcGI-G5B35kAQ,This app certainly has some really great features which others competitiors don't. Clearly have potential to be the best in the market. Cons - Sync issues Time to load up in windows 10 Bugs in habit tracker & tasks.,3,neutral
gp:AOqpTOF2PmSo8uK0nk7hf_S8j4meXnBKoqLcJSK4mToEWBB6Cn70cYsVJChctwu7QpkXsOp7-VoRhx-HjGJDwg,"Switched to Todoist from Microsoft Todo and it has all the features from that and more. I wish that push notifications weren't a premium-only feature, as this was something Todo provided for free. Nevertheless, this is probably the best to-do list app I've used.",4,positive
gp:AOqpTOFF2V4bA8KF2nykCiqf0gdDZo-c2si5BeJqcUkIrAIrH5zdp1e7CzTHEoTIY7F3PM0CAkUDMB8oBD-7Ew,not so good,2,negative
gp:AOqpTOFCg8rEpXaedrXGKaoz6BgnkbcaNLoUKjfjPW960_PC00E3QqGH0VZE9aX6WKnSND4ez8V1qwbMhDsLxg,🥰🥰 it is a good app,5,positive
gp:AOqpTOFy6EbZ2gbgwgiwPJXoIHpW_zGninAhrg8-FiODrJ_skg1XlL-EMmuQJC3XseGNrcmBcVe1SHR7_H4tnA,"My experience with the app is fantastic, but a strange experience occurred, to me, i run parallel two emails, the one with which i presently registered offers Rs 909/ per annum subscription rate, on the contrary, with my new email it offers Rs 606 / per annuum. There is a huge difference of approximately 300 rupess. That's tantamount to cheating. Di satisfied and aghast with open cheating!!",2,negative
gp:AOqpTOFoheVIqvAcEjvGXnxSvpsEyPekc_AlCMnWbLVgcNrbv5VP9Fib8UaIeGwQrEzpjBPyEL06gDluMFkS2g,It'hs just too complicate to use for me,1,negative
gp:AOqpTOGbRlGiTQXnVpPgyLfs0S888HfKRPMIjpnV1FcL2O6y4vHBUn9TXd2bMcVfO_JRI3i0xK2jk_WZR_bv8w,"Functions fine in general, easy drag to subtasks. Can't adjust the Notifications to not go through ""Do not disturb"" mode (bad if you work off shifts), can't set timing of notifications. In a productivity app, scheduling is important. Reminders require premium, seriously? I'll just install one of the tons of free apps that include it for free rather than pay $3 month. Overall: Average functioning app that requires paid premium for some basic functions.",2,negative
gp:AOqpTOFz_RDK1XFfAyoRAGy94FXevs3k-0clQLDB2qXpsGGY8-4l4IdHDo7nU12VSM08QvXfywGv4osVdrov8g,How do you get it to sync with your ms outlook calender? What does it mean you detailed it in #8,3,neutral
gp:AOqpTOGwBBsi5jaD2msZzCXnR_kk_vQznh9MLvw2Dbf3MC8flDC4TEV7DQh9Hk_vpmaStOtaX5rxNRWlnMD1CzE,Works fine! Very handy organizational tool!,5,positive
gp:AOqpTOGras0rMh3Gi7uq5-wMdO6n4_xIp7vXrWMaWOp39LBY07IwOeqZmXid2Pqhay9VKzAyjTD-FteoGZL9Ng,"I really like this app though I've only used it a week. I have some suggestions though, when I add a habit I'd like to add it for the week but not weekends. In Daily tasks I can + the same task more than once which is a bit like cheating, maybe add a pop up message that says ""you've already done that today"" 😊",3,neutral
gp:AOqpTOGTKGCIPuaZjkUiFnz9dCniITJTBsHxABnJ5D5ScqDhm9S0h_dry_RZKwaGADRPb7N_9yyOCiz4iwQGow,"App is good. But I want to suggest something > There should be To do list type of feature, that is what sort of things we are doing regularly from our routine will be selected and those which left undone will be not selected. In this way more clear picture of time allotment and productivity can be seen.",3,neutral
gp:AOqpTOHm4RSNX84METFt3o0x7Xxu4aUbHVyl7I9ERqPAWMQEg0ewIIyMLnt4EGv2Nn3vtzwH9LKefDRJZKISrA,why would tasks be tabs instead of a list? the whole screen is empty and you make us scroll tabs :O,2,negative
gp:AOqpTOEZvH7VnJtwgrbBEiZXSc9i5VFs1sv_pXV9OrcMmPQMP2skcydrzven9sXPJicPkX4RTNHqMmK3SMNakQ,Baad,1,negative
gp:AOqpTOF6LHw31fG0Cw63KRQcJD7d4UqrpzNBjUe_J430ASVDi26i1T4vXPAnGABTWukWTWcCI8W30nT0nRT9zMY,"The problem I have is that if I set a habit to be every Monday and Wednesday, for example, and I follow it successfully for a few weeks. Then if I just want to change the days, it discards all my previous progress, which is stupid. I just changed the days and the app can't understand this.",1,negative
gp:AOqpTOH0rE07MFq7WEnx-20-D-Y2Z2pZTx53WP4A_lYhiRVVZHWl1zWamTQjx8pgGQd9bNlYPxyf1ZAg9dKahw,Y.,2,negative
gp:AOqpTOGoBeSgZN5wOe5tyroPvw0ogV2WBCl_d5gq21ClmbRqLwzGH7f3IoD4ChfrqmeZqMI5fxjqfjwNLywTAA,Haven't used it enough to truly rate it but it just seems like there could be some big innovation if you put more thought into it. A lot of potential if you ask me though.,3,neutral
gp:AOqpTOGh4sMIncYm4hIr0XuK9AOCoci3cus-mw_VgSSYpKXiWlw7coNBnY7f5v_HtZ_MA1tpDZTwav0kF-fNmOc,"Love it, it works! I would like to have had it transfer my habits to the new phone but the backup folder didn't work. So I had to do them all over again. overall love it though.",4,positive
gp:AOqpTOFr5zH69Y91Vn4c9XyS11PxCRS0leZLFqWRksUSF7Jx0pFqN3f3NRxKnt3JtI4lV9HxI_Ty517qy8xw4fc,That is really useful for me. I can use it for many plan and to do things and doing chores and ... . If U can add note (for writing notes and ...) And something like goal planner and program manager it will be more useful than now. TNX,4,positive
gp:AOqpTOFrFworNNGsMFtUUe6W09-v0wtnvkMBigAgxV1YtyZau6vfaUgL4ZMIn3KNQVgrhHkjK8B3IVoiLSROvQ,It is ok,3,neutral
gp:AOqpTOHWQDhUr94t9DqD81NMfMQC92r_xHd3oupqjWJE18brmljlopSQN52QMTo-hgiIZWAhEOB41RV1CDq20tw,Theek hai,3,neutral
gp:AOqpTOGUHsJngVZjPRmaWvLJEhs_5ywIqPUyOG5UlmEIkdxItgL1snHBCSHnHib9k_lnGyh9KSSM8q7P_2U_svU,"I love the concept of habit bull, but it isn't user friendly",3,neutral
gp:AOqpTOH_F5qntKrFY7iB76XMa-Y61eyVElBCJ3g7C4yvLRTZNODEI6IGaPnA9bFg031ZDO7FZZQzqsKff1XBxQ,"This app is very helpful! Total game changer for my ADHD. Unfortunately, after level 25 the app becomes a money grab and the items you find and the equipment you can buy with coins get severely capped. But overall I'm happy this app exists, it really helps me stay on track :) Perhaps if the game cost a few dollars to purchase the developers wouldn't need to resort to capping in order to create revenue from the app. I feel as though many people will quit once the RPG element is restricted.",3,neutral
gp:AOqpTOHNa0IJYj4Leoh8s3QNFYs39GqO5KC7W5xq7Z3soSR5DJOnBqRXWUWsLUspwkUqLMIAAEDvy1eGVWyOyw,"very complex ui, it needs Google calendar and doesn't work without it. I needed a app like this but as a daily planner! not just showing the calendar events from Google Calendar stupidly on a clock.",2,negative
gp:AOqpTOG0meVBRWoTr3ygGy5hJ17VQECPz41M2b9_Jw03Ql__2H22JFOD82YFjpTkdb1gFjYl3Uc8INHOI8oNh8U,Exactly what I needed. A tool to remind me what to do. That's it 👌🙏❤️,5,positive
gp:AOqpTOFFhaWuwyz0c3U_k5C1s_6g4uAjrlqylus_fY6xltA89dwkOPpDEvLtX53NU63M8sp5xMQ5cpc8FDYySDw,"Limited use to Galaxy 7 phone: Has worked very well for me. However, please add an icon that pops up to let me know how many messages I have. Because I don't get many messages, I don't check it daily or more like others do.",5,positive
gp:AOqpTOEnr2a25cymdcZDXaVa8jA3deiiCSBvTSj620sXXzyH4LRMNgA-PE4ukXgcNStbB9gLuX5sq15yAfJ0,"I like it! I waited purposely almost 3 weeks in order to give here a true opinion. This application is amazing because it has so many possibilities, like everything is open for you, you can set anything. This is why I recommend to whom wants to use it, to take the time to understand as it works. Read the user guide included in the app so you can set the application to your exact goal. So at the beginning it may not so clear, and maybe there are more friendly use apps, but this one in adjustable",5,positive
gp:AOqpTOHSxRwtj8VGC-OJLfER1S_ZVJZNAGwgqiQpNGS6RI82fCYplyIh_N7ooXMEE8vcAYvASMxs4TUj4YEb-L8,Extrem de utila. Recomand,5,positive
gp:AOqpTOGht5bbpVdscq-ayempobDiOCpFUGhHOvJjZ4JygFP_1mOblAfUqEynu6z63pCYbhrui3Y49orNgWp9ag,"How it SHOULD work is fantastic and perfect for me. But whenever I have my schedule laid out and planned, the app deletes them or forgets them and i have to start over, only to have them deleted again. I really really want to use it. Why does it make it so unable to?",1,negative
gp:AOqpTOHdCx9tcYQs67pv6b3GRIwk9Sr0UbO2eQjlqBoMHdmyVXTG-CTBatBGnNFJcNYkY4JT0T3EJw-8s2eIqg,It's good but it's often stopping and not responding I'm irritated by this..I need to uninstall and reinstall everytime and sync..no problem with my device as it is new and good company..please try to fix it. I'm a pro user.,3,neutral
gp:AOqpTOEAg1N1zJWkkOd9BxCfFxK2LdJH0lKc5wPlP8Cx9Zi3Yv-xVhGTiMQi8ThOuYQPLgOVSfHrb5gKGlkW7VM,"Not worth it. Doesn't have multiple times a day, you can't change a habit after initial setup, the interface is painful, get something better.",2,negative
gp:AOqpTOFZfg6Biu6LPN-Xa4oFA543hOznG6BAEPGxU38vZdX4VYM9QPLRdUpv4udqQherJ69bivgufInj1UeACBo,"Thia app has been a lifesaver. I have been able to organize all of my professional and personal tasks and am doing a better job of staying on top of things. I can write them down, schedule them and let them go until I am ready to handle them. A great new way of getting things done!",5,positive
gp:AOqpTOGOkLfkvSJACYeiDg-cOjvX4dAd_cGEvS41Pu2yF_n1iVA2ivf7iikGcrehCzF2bWTn5_jWxN0AkF36,"app crashed after creating a daily task with 2 day habit. would fail and bring up a warning that the task failed and to press OK. however you couldnt tap ok, it just did nothing. this happened every time. gave up and uninstalled the app. on a pixel 2 XL",1,negative
gp:AOqpTOGBoMNWE6MasY0b0-_rZOUBUxvwxJ5GxYwOwsWMD2jmFvBVKLa_K_CC5Z7mzNAP16EwSqULWKjvA-3tvg,"I came back to this app a go three times over the last 2 years because I really wanted it to work. Each time I tried, I spent a couple of hours trying to navigate around the features and failed to get anything out of it. Incredibly unintuitive, no in app explanation, and the online ""getting started page"" doesn't explain much on what each features do. Edit: Thank you developer for the reply, it shows that you care. I wish you all the best in making the improvements, the idea behind the app is honestly good.",2,negative
gp:AOqpTOF4k6LvfI4bYNQqJ6bk4j0MTkofB3KDgu8f6d_OCktK9nxNm2kHXvMtXLgE0h9WkPs0f2pyBmkm7DCkdEE,"I have used this after being forced to migrate from Wunderlist. The Android app works fairly well, but is not a solution when most of your work gets done on a computer. The web app that you end up using together with the Android app is complete garbage. It freezes on sufficiently complex to-do lists under current Chrome and Firefox versions and the developers can't be bothered to fix it. There are other open issues in the forums that never get addressed. This ends up making using the Android app for some use cases (manually reordering recurring tasks) required, as the browser tab will often freeze if you do it on the browser.",1,negative
gp:AOqpTOENKMzpeq5XGJmi0deqF06zhOJgU4AkrSignZ0b0EEfshp23WCydP30wZlmrtRvqqImww4ZC9NzOpqv_A,make it offline... then it will best appp,3,neutral
gp:AOqpTOFQaZ07yktVwZtyGHNXlKwZJutjewKqpUfFLDPRkxq6lvAw907XJ8cVW0cLsEyA3huO3IcWhHE5VYSQAQ,I like the app and it's a pity that I won't keep on using it because of the absence of monthly overview for dailies which I need most from a habit tracker instead of useless strikes,3,neutral
gp:AOqpTOH8SKvxj3maCBFBByb4npqs9Vt0GTEZhg0ZOrOl5sChuHO8ZLnycaS1dnxRxV4mk2l2zBA2FBZmdoAy2Z8,"Please Add ""Search"" option",3,neutral
gp:AOqpTOE5_dtSQO9XlQRyQ9WWccbtLcROnUFp-fFxfxOS5vXSLR8xaLDThGygfxO9DLsZqmncTtK88ZpNZx_ZRQ,"It's a good app for scheduling your day although it's not great and have room for improvement. I do not know exactly what, as I am not an expert, but it feels that way. One thing that it should incorporate right away is the possibility of archiving Routines and Tags (not only keep or delete). I will rate 4 stars if they add this feature and 5 stars if they manage to make it a GREAT app for time scheduling.",3,neutral
gp:AOqpTOFlvfZ0UuemP-hgLPtaZzJejpiFYFg9zr_-9H0YYhmG5P0nxKkwn118UaHAyUGs-OaYx2zRLbs5bRa-,Don't offer to send notifications if you won't actually do it. That was the whole reason why I thought this would help me and it didn't. Will be uninstalling.,1,negative
gp:AOqpTOFttJyUxHgvKA3bmETNSS8xZghGJ755vSWFvBScfK6xNylnKBVogcVzjww7aTV8a1Z7noDzjjn14k6VPA,Good,3,neutral
gp:AOqpTOHyn-il-k7wc_ZTeo64BNKBDjcp0BB5gfCFWsxof1P2caW8bam5etRNeuHuvW9Uj_iEDg9FtBOfnu9Is0M,A really nice application for arranging your day it's really nice and have a nice user friendly interface ❤️lots of love to Microsoft,5,positive
gp:AOqpTOE8CLMjX4LKd5ovqhJ2RDEQN4MVdAXYcwSwf7xtWJJQj6I5M8ZkURDTHPIXSmQsfQkjUsFjq_cKbUheVA,Very cool app for keeping track of your tasks and schedule,4,positive
gp:AOqpTOG7mwvaG4fjON8kS-COx7x0YArgeXpHipkmBBoJHHc_5NpgOT4CLH65te1LFyIcTSaMzApAyMQRYm-d9A,"I used this app last year and found it helpful. However, now when I downloaded it, I saw that there was a large number of bloat messages and permissions. Not finding it helpful anymore.",2,negative
gp:AOqpTOHUljsU6Qa2h1NspDi5pkiN0f7GO9kCyFrTFiF34SI6SajOckmO3LH5MtBE7zSRnsZxDKWsyehHnUkQDw,It's a good time planner/controller ...,3,neutral
gp:AOqpTOFzta6pclKUNEMeoOUqWoWeM06Ev1zDuUMqRbNlzS4vkNXxku5TcIevYnCl74cVTcD910er9GKAyN5-Gg,"I wish I could give it 5 stars. Only thing missing is a Windows/Linux app for syncing, which I can't do without, and that's the only thing keeping me away. I would happily pay for that feature. If you just need an Android app, no need to look elsewhere. It has everything you can ask for. The UI is great, and very intuitive.",4,positive
gp:AOqpTOE-lMxUu9x3oAxAIfHPAZDaFbq44Kkzfe8BneTzN5xChSVrej74RIxGeLaLML_Po1_E4defNaogAW-w7kE,Amaizing app to manage with habits,5,positive
gp:AOqpTOFJy0UaCqfaJwB-EYF3R5Z9aLS_Vtl5fc7XxAGb5dEC019eEQl61HPjG2CdfufGPfoKWnhfWehTvsZJYg,"2 out of 3 features require premium. No, I am not going to do that.",1,negative
gp:AOqpTOFozQ3iAQsGXh9bV7KysmtspWAJLS8lduGr4JW7oWQu0EF5bgdHuCWgeztj2NPx18gx-PxNti9IpDKFkA,Great Tool,4,positive
gp:AOqpTOGmOMsJZrnH1C-Tzh5nFkcBZiCgd7OskuaryYb4Ys32m4o9VMxBABgWJgcRobqNdBwp5MikbUST7rvUZg,"I had to pay for the option to change the colours, then I had to pay more to customise it further... exploitative money grabbing like this ensures I'll never recommend it to anyone else. Works well though",3,neutral
gp:AOqpTOHieJ8mV0dAF94LmX_h433UbzD06Ii0B5mv7Djoe4l7PRUOoysxX0Jgy05mNukIG4e84IUw2azgjKP15w,Not bad,3,neutral
gp:AOqpTOFNGN3mcHQh_FMaIyfewrVxA-UQnHYZQ3u1Q5y0jpxrngEVKbiD_As7g2iJLvwwltQhk5WtVKDvccGX1Ac,It sucks. My wife and I loved Wunderlist. We were synced with no problems. We have tried a million times to sync this bullshxt with no success.,1,negative
gp:AOqpTOGzt4VGMPUwfMQsL531MZkSGKp0k2F11yK9SXrlP2SZ_9kDsEs8NV01zMyeBNuMD0r0QuMvqjyCmoX_cw,"When I had an iPhone, I used the built in Reminder app relatively heavily to keep track of things I have to get done soon, remember something new to be done daily, or to break down a major side project into sub-tasks. Ever get a random idea and think ""shoot, I gotta try that"", just to forget it the next day. Put down a line item in this app. You may forget, but this app won't!!!",5,positive
gp:AOqpTOFROqAeMbXQYprTwINGDLYDDKUqIpYrUNGKMOKranEigpb-yRzNuYwNgkq3Yi6rh0Q7TtmEIHrXnXiOxA,Helps to motivate me to finish my assignments🌸 I wish it was like the old update for the plants though... the minutes you spend working grows different stages of the plant for the free plant. That one was more fun.,4,positive
